Iteration,Algorithm,Core_Type,IPC,Memory_Usage,Cache_Hit_Rate
6,FFT,In-Order,0.85,400.4,0.75
6,Radix,In-Order,0.86,392.1,0.75
6,Matrix_Multiplication,Out-of-Order,1.3,588.0,0.86
6,Convolution,In-Order,1.12,463.9,0.78
6,Radix,In-Order,1.13,410.4,0.75
6,FFT,Out-of-Order,1.63,573.9,0.88
6,Convolution,In-Order,0.82,413.7,0.75
6,Matrix_Multiplication,In-Order,1.18,309.2,0.76
6,FFT,Out-of-Order,1.67,499.3,0.87
6,FFT,In-Order,1.21,405.0,0.78
6,LU,Out-of-Order,1.62,459.5,0.86
6,LU,Out-of-Order,1.62,397.4,0.85
6,Convolution,Out-of-Order,1.59,567.7,0.84
6,FFT,In-Order,1.02,435.1,0.74
6,Convolution,Out-of-Order,1.06,458.8,0.86
6,Radix,In-Order,0.81,516.8,0.76
6,Radix,In-Order,1.32,538.1,0.77
6,Convolution,In-Order,1.35,398.7,0.78
6,Radix,In-Order,1.39,442.1,0.74
6,FFT,In-Order,1.0,448.2,0.75
6,Matrix_Multiplication,Out-of-Order,1.46,568.4,0.86
6,LU,Out-of-Order,1.75,451.8,0.86
6,FFT,Out-of-Order,1.01,579.2,0.88
6,Convolution,In-Order,1.09,485.9,0.76
6,FFT,In-Order,0.91,484.6,0.75
6,FFT,Out-of-Order,1.11,337.6,0.84
6,LU,In-Order,1.04,549.0,0.78
6,LU,Out-of-Order,1.62,401.1,0.86
6,Matrix_Multiplication,Out-of-Order,1.6,535.6,0.87
6,FFT,In-Order,0.82,570.8,0.75
6,Radix,In-Order,1.49,310.5,0.75
6,LU,In-Order,1.01,592.5,0.75
6,Radix,In-Order,1.2,361.3,0.74
6,Radix,Out-of-Order,1.55,461.4,0.85
6,LU,In-Order,1.41,517.3,0.74
6,LU,Out-of-Order,1.5,590.6,0.87
6,LU,In-Order,0.85,450.8,0.78
6,Matrix_Multiplication,In-Order,1.11,385.6,0.75
6,FFT,In-Order,0.98,353.3,0.76
6,LU,Out-of-Order,1.72,557.0,0.84
6,Radix,In-Order,0.8,541.4,0.75
6,Radix,In-Order,1.38,495.5,0.78
6,Radix,Out-of-Order,1.56,437.7,0.87
6,Matrix_Multiplication,Out-of-Order,1.44,371.0,0.84
6,Matrix_Multiplication,In-Order,0.86,358.4,0.77
6,LU,In-Order,1.26,312.6,0.74
6,Matrix_Multiplication,In-Order,1.18,597.1,0.76
6,Matrix_Multiplication,In-Order,1.12,499.9,0.77
6,Matrix_Multiplication,In-Order,1.38,438.8,0.77
6,FFT,Out-of-Order,1.4,496.4,0.88
6,LU,Out-of-Order,1.16,496.2,0.85
6,Convolution,In-Order,1.16,346.0,0.75
6,FFT,Out-of-Order,1.33,326.0,0.86
6,Matrix_Multiplication,In-Order,1.42,402.5,0.75
6,Radix,Out-of-Order,1.43,371.6,0.87
6,Matrix_Multiplication,Out-of-Order,1.4,456.8,0.87
6,Convolution,Out-of-Order,1.61,316.9,0.86
6,Matrix_Multiplication,Out-of-Order,1.39,422.1,0.87
6,Radix,In-Order,0.85,553.1,0.76
6,LU,In-Order,1.1,405.3,0.75
6,FFT,Out-of-Order,1.52,563.5,0.86
6,Convolution,In-Order,1.35,538.3,0.78
6,FFT,In-Order,0.98,417.2,0.75
6,Matrix_Multiplication,In-Order,0.82,431.7,0.75
6,Matrix_Multiplication,Out-of-Order,1.34,391.4,0.87
6,FFT,Out-of-Order,1.8,358.7,0.84
6,Convolution,Out-of-Order,1.08,567.5,0.87
6,Radix,In-Order,0.94,536.6,0.74
6,Convolution,In-Order,1.0,429.4,0.75
6,LU,Out-of-Order,1.75,592.7,0.86
6,Convolution,In-Order,1.19,320.8,0.78
6,Convolution,In-Order,1.07,354.2,0.77
6,LU,In-Order,1.39,372.0,0.77
6,FFT,Out-of-Order,1.73,578.4,0.87
6,Radix,In-Order,1.2,521.0,0.74
6,Convolution,In-Order,1.48,345.1,0.74
6,FFT,Out-of-Order,1.33,577.1,0.84
6,Convolution,Out-of-Order,1.22,378.5,0.85
6,LU,Out-of-Order,1.33,495.2,0.84
6,Matrix_Multiplication,In-Order,1.47,545.0,0.77
6,FFT,In-Order,0.88,393.5,0.77
6,Matrix_Multiplication,In-Order,1.08,487.2,0.76
6,Matrix_Multiplication,Out-of-Order,1.38,385.8,0.84
6,FFT,Out-of-Order,1.47,439.9,0.85
6,Convolution,Out-of-Order,1.53,446.3,0.87
6,Convolution,In-Order,1.07,580.9,0.75
6,FFT,Out-of-Order,1.06,530.4,0.87
6,Radix,Out-of-Order,1.5,446.1,0.84
6,Convolution,In-Order,1.36,393.4,0.75
6,Convolution,In-Order,1.12,518.3,0.78
6,FFT,In-Order,1.05,371.3,0.78
6,LU,Out-of-Order,1.68,465.2,0.87
6,LU,In-Order,0.94,391.0,0.78
6,Matrix_Multiplication,In-Order,1.28,317.1,0.75
6,Matrix_Multiplication,Out-of-Order,1.45,438.6,0.87
6,Radix,Out-of-Order,1.1,415.5,0.88
6,Convolution,Out-of-Order,1.4,342.6,0.88
6,Radix,In-Order,1.11,375.6,0.77
6,LU,Out-of-Order,1.77,419.3,0.86
6,FFT,In-Order,0.84,486.2,0.76
6,FFT,In-Order,0.94,356.2,0.76
6,Convolution,In-Order,1.33,465.3,0.75
6,LU,Out-of-Order,1.28,528.0,0.88
6,Radix,In-Order,1.37,527.3,0.75
6,LU,In-Order,1.07,570.7,0.78
6,Matrix_Multiplication,Out-of-Order,1.6,379.3,0.84
6,Matrix_Multiplication,Out-of-Order,1.1,451.3,0.85
6,LU,In-Order,1.28,578.9,0.76
6,Radix,Out-of-Order,1.35,433.6,0.86
6,Convolution,Out-of-Order,1.52,408.2,0.85
6,FFT,Out-of-Order,1.05,367.0,0.84
6,LU,Out-of-Order,1.72,549.5,0.85
6,FFT,Out-of-Order,1.19,485.5,0.85
6,LU,In-Order,0.92,409.5,0.76
6,LU,In-Order,1.28,305.4,0.74
6,FFT,In-Order,1.3,578.9,0.77
6,LU,In-Order,1.12,452.4,0.75
6,Radix,In-Order,1.12,519.5,0.77
6,FFT,Out-of-Order,1.63,306.1,0.84
6,Matrix_Multiplication,Out-of-Order,1.7,550.1,0.84
6,Radix,Out-of-Order,1.0,379.6,0.87
6,FFT,Out-of-Order,1.25,500.9,0.88
6,Convolution,In-Order,1.12,572.9,0.75
6,Convolution,In-Order,1.0,481.1,0.76
6,Radix,Out-of-Order,1.16,518.7,0.86
6,LU,In-Order,0.89,367.6,0.76
6,LU,Out-of-Order,1.79,390.8,0.86
6,Convolution,In-Order,1.32,483.8,0.75
6,LU,In-Order,1.47,583.5,0.76
6,Radix,Out-of-Order,1.42,520.8,0.85
6,FFT,Out-of-Order,1.15,318.5,0.87
6,LU,In-Order,0.88,515.4,0.75
6,Radix,Out-of-Order,1.79,510.6,0.84
6,Radix,Out-of-Order,1.55,432.8,0.86
6,Convolution,Out-of-Order,1.46,474.7,0.85
6,Radix,In-Order,1.23,468.9,0.77
6,FFT,In-Order,1.41,423.3,0.74
6,Convolution,In-Order,1.3,568.3,0.74
6,Radix,In-Order,1.19,372.7,0.75
6,Radix,Out-of-Order,1.17,393.4,0.87
6,Matrix_Multiplication,In-Order,1.35,440.5,0.75
6,Convolution,In-Order,1.31,397.6,0.75
6,LU,Out-of-Order,1.4,518.5,0.84
6,Matrix_Multiplication,Out-of-Order,1.49,308.0,0.86
6,Convolution,In-Order,0.88,450.4,0.76
6,FFT,In-Order,0.92,481.7,0.76
6,FFT,In-Order,1.09,487.2,0.77
6,Convolution,Out-of-Order,1.62,514.6,0.86
6,FFT,Out-of-Order,1.69,406.1,0.85
6,FFT,In-Order,1.33,549.9,0.78
6,Convolution,In-Order,1.39,398.6,0.76
6,FFT,In-Order,0.99,403.0,0.78
6,Convolution,Out-of-Order,1.64,303.1,0.88
6,LU,Out-of-Order,1.52,424.6,0.87
6,Matrix_Multiplication,Out-of-Order,1.78,311.1,0.88
6,LU,In-Order,1.43,448.2,0.76
6,LU,Out-of-Order,1.33,360.4,0.88
6,LU,In-Order,1.47,545.3,0.77
6,LU,In-Order,1.22,382.5,0.75
6,Matrix_Multiplication,In-Order,0.99,348.1,0.75
6,Radix,Out-of-Order,1.33,521.1,0.84
6,Radix,In-Order,1.22,355.8,0.76
6,Convolution,Out-of-Order,1.13,405.1,0.85
6,FFT,Out-of-Order,1.25,301.0,0.88
6,Matrix_Multiplication,Out-of-Order,1.46,367.9,0.86
6,Convolution,In-Order,1.4,426.4,0.75
6,Matrix_Multiplication,In-Order,1.33,390.5,0.76
6,Radix,Out-of-Order,1.23,437.8,0.86
6,FFT,Out-of-Order,1.74,557.0,0.86
6,Convolution,In-Order,1.44,529.5,0.75
6,Convolution,Out-of-Order,1.12,355.4,0.84
6,Convolution,In-Order,1.35,576.8,0.75
6,Convolution,In-Order,1.35,584.9,0.77
6,Convolution,In-Order,1.41,473.6,0.77
6,LU,In-Order,1.0,493.0,0.76
6,Convolution,Out-of-Order,1.51,461.0,0.86
6,Convolution,In-Order,1.18,567.5,0.75
6,LU,Out-of-Order,1.57,569.3,0.85
6,Convolution,Out-of-Order,1.12,397.1,0.85
6,FFT,Out-of-Order,1.76,329.4,0.85
6,FFT,In-Order,1.41,481.8,0.77
6,Convolution,In-Order,0.83,588.2,0.77
6,LU,In-Order,0.95,504.1,0.75
6,LU,Out-of-Order,1.09,418.9,0.88
6,Radix,Out-of-Order,1.34,570.4,0.88
6,Matrix_Multiplication,Out-of-Order,1.36,355.4,0.87
6,FFT,In-Order,1.06,466.8,0.77
6,Radix,Out-of-Order,1.69,300.2,0.87
6,LU,Out-of-Order,1.48,580.1,0.84
6,Convolution,Out-of-Order,1.75,479.0,0.85
6,Radix,In-Order,1.24,464.0,0.75
6,Matrix_Multiplication,In-Order,1.01,459.3,0.77
6,Convolution,In-Order,1.43,333.5,0.78
6,FFT,In-Order,1.37,582.2,0.77
6,Radix,Out-of-Order,1.64,361.6,0.86
6,FFT,In-Order,0.81,588.2,0.75
6,Convolution,In-Order,1.4,500.3,0.75
6,Matrix_Multiplication,In-Order,0.92,389.6,0.76
6,Matrix_Multiplication,In-Order,1.06,535.4,0.77
6,LU,In-Order,0.92,312.3,0.78
6,Radix,Out-of-Order,1.6,458.6,0.86
6,LU,In-Order,1.12,324.8,0.77
6,LU,Out-of-Order,1.6,468.5,0.86
6,LU,Out-of-Order,1.23,508.2,0.86
6,Convolution,In-Order,1.16,419.6,0.77
6,LU,Out-of-Order,1.46,496.5,0.84
6,Matrix_Multiplication,In-Order,1.27,513.9,0.77
6,LU,Out-of-Order,1.64,414.7,0.85
6,Convolution,In-Order,1.13,535.5,0.75
6,LU,Out-of-Order,1.54,491.6,0.86
6,Radix,Out-of-Order,1.63,399.7,0.85
6,Radix,Out-of-Order,1.5,590.1,0.85
6,FFT,In-Order,1.46,373.7,0.75
6,Convolution,In-Order,1.48,520.5,0.76
6,Radix,Out-of-Order,1.36,414.9,0.87
6,LU,In-Order,0.88,341.9,0.77
6,Convolution,In-Order,1.48,487.7,0.76
6,LU,In-Order,1.2,494.6,0.76
6,Radix,In-Order,1.17,309.8,0.77
6,LU,Out-of-Order,1.79,440.0,0.84
6,Matrix_Multiplication,In-Order,1.4,377.0,0.77
6,Convolution,Out-of-Order,1.67,515.7,0.85
6,Convolution,In-Order,1.31,436.6,0.77
6,Matrix_Multiplication,Out-of-Order,1.47,546.2,0.85
6,FFT,Out-of-Order,1.25,488.8,0.86
6,Convolution,In-Order,1.42,302.4,0.77
6,Convolution,In-Order,1.5,372.5,0.76
6,Matrix_Multiplication,Out-of-Order,1.48,569.4,0.85
6,Radix,Out-of-Order,1.09,555.0,0.87
6,Convolution,Out-of-Order,1.27,393.8,0.88
6,Convolution,Out-of-Order,1.07,496.3,0.84
6,LU,Out-of-Order,1.29,325.8,0.87
6,FFT,In-Order,0.89,596.2,0.75
6,Radix,In-Order,1.4,347.6,0.74
6,Matrix_Multiplication,Out-of-Order,1.14,400.7,0.84
6,Radix,Out-of-Order,1.37,535.5,0.84
6,LU,In-Order,1.23,334.1,0.75
6,Convolution,Out-of-Order,1.26,405.2,0.86
6,Matrix_Multiplication,In-Order,1.16,561.8,0.77
6,Matrix_Multiplication,Out-of-Order,1.48,382.9,0.87
6,Radix,In-Order,1.15,471.3,0.76
6,Matrix_Multiplication,Out-of-Order,1.79,319.0,0.85
6,FFT,In-Order,1.46,396.3,0.78
6,Convolution,In-Order,1.14,478.0,0.74
6,FFT,In-Order,1.08,472.5,0.76
6,Matrix_Multiplication,Out-of-Order,1.22,527.1,0.86
6,LU,Out-of-Order,1.56,384.0,0.86
6,Radix,Out-of-Order,1.01,316.4,0.85
6,Matrix_Multiplication,Out-of-Order,1.09,526.2,0.86
6,Radix,In-Order,1.5,539.9,0.78
6,Matrix_Multiplication,Out-of-Order,1.06,398.8,0.86
6,LU,Out-of-Order,1.52,415.0,0.87
6,Convolution,Out-of-Order,1.75,407.8,0.85
6,Matrix_Multiplication,In-Order,1.49,377.7,0.75
6,Convolution,Out-of-Order,1.17,419.2,0.86
6,Matrix_Multiplication,Out-of-Order,1.02,331.5,0.86
6,LU,Out-of-Order,1.49,511.4,0.86
6,Convolution,In-Order,0.97,555.8,0.75
6,FFT,In-Order,0.87,386.7,0.78
6,FFT,Out-of-Order,1.66,362.7,0.85
6,FFT,Out-of-Order,1.27,466.0,0.86
6,Matrix_Multiplication,Out-of-Order,1.66,400.3,0.86
6,Convolution,In-Order,1.42,594.1,0.76
6,Radix,Out-of-Order,1.15,319.2,0.86
6,Convolution,In-Order,1.29,322.5,0.77
6,Matrix_Multiplication,In-Order,1.45,582.8,0.75
6,Matrix_Multiplication,Out-of-Order,1.04,410.6,0.85
6,Convolution,In-Order,1.02,550.8,0.77
6,FFT,Out-of-Order,1.65,359.0,0.85
6,Convolution,In-Order,0.92,325.1,0.75
6,Radix,In-Order,0.9,340.3,0.77
6,Radix,In-Order,1.3,351.6,0.76
6,Matrix_Multiplication,In-Order,1.49,596.3,0.76
6,Radix,In-Order,1.45,557.3,0.75
6,Radix,In-Order,0.82,500.4,0.74
6,FFT,Out-of-Order,1.37,361.6,0.87
6,LU,Out-of-Order,1.27,472.2,0.87
6,Convolution,In-Order,0.82,599.0,0.74
6,LU,Out-of-Order,1.03,442.6,0.87
6,Convolution,In-Order,0.91,546.8,0.77
6,FFT,In-Order,1.31,389.1,0.75
6,Convolution,In-Order,1.22,574.4,0.77
6,Convolution,In-Order,0.89,579.2,0.76
6,Matrix_Multiplication,In-Order,1.4,345.3,0.75
6,FFT,Out-of-Order,1.29,464.8,0.88
6,FFT,Out-of-Order,1.51,322.7,0.88
6,FFT,In-Order,1.26,545.3,0.77
6,Convolution,In-Order,1.02,496.0,0.75
6,LU,In-Order,0.81,406.6,0.76
6,LU,Out-of-Order,1.35,388.3,0.86
6,Radix,In-Order,0.81,440.5,0.75
6,Convolution,In-Order,1.18,516.5,0.75
6,LU,Out-of-Order,1.61,571.2,0.88
6,Matrix_Multiplication,Out-of-Order,1.56,355.8,0.86
6,Matrix_Multiplication,Out-of-Order,1.37,452.3,0.85
6,Convolution,In-Order,1.15,326.6,0.77
6,Convolution,Out-of-Order,1.12,336.2,0.85
6,Matrix_Multiplication,Out-of-Order,1.28,522.7,0.87
6,FFT,Out-of-Order,1.26,572.2,0.86
6,Radix,In-Order,1.06,338.3,0.76
6,Convolution,In-Order,1.43,418.6,0.78
6,LU,Out-of-Order,1.76,538.0,0.86
6,LU,Out-of-Order,1.11,339.6,0.88
6,FFT,Out-of-Order,1.76,409.2,0.85
6,LU,Out-of-Order,1.21,303.5,0.85
6,Convolution,In-Order,0.9,343.4,0.77
6,LU,In-Order,1.15,403.7,0.75
6,LU,Out-of-Order,1.29,472.6,0.84
6,FFT,In-Order,1.12,302.8,0.76
6,Convolution,In-Order,0.98,453.1,0.77
6,LU,In-Order,1.34,341.4,0.78
6,FFT,In-Order,1.4,508.7,0.77
6,Matrix_Multiplication,In-Order,1.07,564.1,0.75
6,FFT,Out-of-Order,1.31,383.3,0.84
6,FFT,Out-of-Order,1.52,322.7,0.86
6,LU,In-Order,0.83,445.2,0.76
6,Matrix_Multiplication,In-Order,1.32,588.9,0.75
6,LU,In-Order,1.33,499.1,0.78
6,LU,In-Order,1.01,320.6,0.76
6,LU,In-Order,0.92,571.4,0.75
6,Matrix_Multiplication,Out-of-Order,1.6,438.3,0.88
6,Convolution,In-Order,0.96,449.7,0.75
6,FFT,In-Order,1.47,480.4,0.78
6,Convolution,In-Order,1.14,559.1,0.75
6,Radix,In-Order,0.86,586.5,0.77
6,FFT,In-Order,1.27,390.3,0.74
6,FFT,Out-of-Order,1.5,312.5,0.87
6,LU,In-Order,0.97,315.0,0.78
6,FFT,Out-of-Order,1.59,510.6,0.85
6,Matrix_Multiplication,In-Order,0.99,516.1,0.75
6,Convolution,Out-of-Order,1.25,478.8,0.86
6,LU,In-Order,0.88,311.1,0.75
6,Radix,In-Order,1.28,505.0,0.76
6,FFT,Out-of-Order,1.76,592.6,0.86
6,Convolution,In-Order,1.31,577.9,0.77
6,Radix,Out-of-Order,1.18,419.0,0.85
6,Radix,Out-of-Order,1.36,523.4,0.87
6,Convolution,Out-of-Order,1.16,314.4,0.85
6,LU,In-Order,1.09,521.5,0.74
6,Radix,In-Order,0.89,470.8,0.76
6,LU,In-Order,1.01,538.6,0.77
6,FFT,In-Order,1.21,339.8,0.74
6,Radix,In-Order,1.09,597.1,0.75
6,FFT,In-Order,1.01,486.2,0.77
6,Matrix_Multiplication,In-Order,0.83,407.7,0.74
6,Matrix_Multiplication,Out-of-Order,1.51,504.3,0.85
6,Matrix_Multiplication,Out-of-Order,1.13,531.0,0.87
6,Matrix_Multiplication,In-Order,0.98,551.0,0.75
6,Radix,In-Order,1.07,424.0,0.76
6,FFT,In-Order,1.4,326.6,0.77
6,Radix,Out-of-Order,1.7,363.1,0.87
6,FFT,In-Order,1.4,495.7,0.75
6,Radix,In-Order,0.83,402.6,0.76
6,FFT,In-Order,0.94,346.3,0.75
6,LU,In-Order,1.32,452.8,0.78
6,LU,Out-of-Order,1.03,343.1,0.87
6,LU,Out-of-Order,1.24,407.3,0.86
6,Radix,Out-of-Order,1.17,469.3,0.86
6,Radix,Out-of-Order,1.69,304.6,0.85
6,Radix,Out-of-Order,1.06,582.6,0.88
6,Radix,In-Order,1.24,347.5,0.74
6,Matrix_Multiplication,In-Order,0.94,593.9,0.77
6,Matrix_Multiplication,Out-of-Order,1.7,494.8,0.86
6,FFT,Out-of-Order,1.79,319.9,0.86
6,Radix,Out-of-Order,1.27,496.3,0.84
6,Convolution,Out-of-Order,1.74,550.0,0.86
6,LU,In-Order,1.04,507.5,0.77
6,Matrix_Multiplication,In-Order,1.38,451.5,0.77
6,Convolution,Out-of-Order,1.46,593.5,0.87
6,LU,In-Order,0.91,314.6,0.75
6,Matrix_Multiplication,Out-of-Order,1.09,488.5,0.87
6,Matrix_Multiplication,Out-of-Order,1.12,357.2,0.86
6,Matrix_Multiplication,Out-of-Order,1.15,383.4,0.85
6,FFT,Out-of-Order,1.65,331.0,0.87
6,LU,Out-of-Order,1.77,409.6,0.85
6,FFT,Out-of-Order,1.71,437.1,0.87
6,LU,In-Order,1.06,447.8,0.78
6,Convolution,In-Order,1.27,469.1,0.75
6,Matrix_Multiplication,In-Order,1.2,477.1,0.76
6,FFT,In-Order,0.94,594.8,0.75
6,Convolution,Out-of-Order,1.51,306.5,0.87
6,Matrix_Multiplication,In-Order,1.48,503.9,0.75
6,Radix,Out-of-Order,1.8,489.0,0.86
6,FFT,In-Order,1.47,398.1,0.78
6,Convolution,In-Order,0.94,488.8,0.75
6,Matrix_Multiplication,In-Order,1.02,441.8,0.77
6,Matrix_Multiplication,In-Order,0.97,320.0,0.76
6,FFT,In-Order,0.98,375.6,0.74
6,Convolution,In-Order,1.0,440.9,0.77
6,Matrix_Multiplication,Out-of-Order,1.73,507.4,0.84
6,Convolution,Out-of-Order,1.44,498.8,0.85
6,Convolution,Out-of-Order,1.73,503.6,0.86
6,LU,Out-of-Order,1.32,315.6,0.86
6,Matrix_Multiplication,In-Order,0.9,352.8,0.75
6,Radix,In-Order,0.95,378.9,0.75
6,FFT,Out-of-Order,1.5,436.9,0.86
6,Radix,Out-of-Order,1.23,334.5,0.86
6,FFT,Out-of-Order,1.27,328.7,0.86
6,Matrix_Multiplication,In-Order,0.96,599.0,0.76
6,LU,In-Order,1.02,403.8,0.77
6,FFT,Out-of-Order,1.08,451.3,0.87
6,Convolution,Out-of-Order,1.09,441.2,0.87
6,Convolution,In-Order,1.48,458.6,0.74
6,FFT,Out-of-Order,1.14,338.2,0.86
6,Convolution,Out-of-Order,1.61,311.0,0.86
6,Matrix_Multiplication,Out-of-Order,1.78,301.0,0.84
6,Radix,In-Order,1.1,359.3,0.76
6,Matrix_Multiplication,In-Order,1.12,337.4,0.76
6,FFT,Out-of-Order,1.33,585.1,0.87
6,LU,Out-of-Order,1.29,440.0,0.84
6,FFT,Out-of-Order,1.32,437.9,0.87
6,LU,Out-of-Order,1.17,401.2,0.88
6,Radix,In-Order,0.8,594.4,0.76
6,Convolution,Out-of-Order,1.25,532.5,0.84
6,Matrix_Multiplication,Out-of-Order,1.15,551.4,0.86
6,Radix,In-Order,1.34,424.1,0.77
6,Convolution,Out-of-Order,1.63,397.5,0.86
6,Convolution,Out-of-Order,1.18,383.2,0.86
6,LU,In-Order,1.3,581.0,0.74
6,Convolution,Out-of-Order,1.45,344.7,0.87
6,LU,In-Order,1.03,355.2,0.77
6,FFT,Out-of-Order,1.21,311.8,0.87
6,Convolution,Out-of-Order,1.55,508.3,0.87
6,Convolution,Out-of-Order,1.26,314.9,0.86
6,FFT,Out-of-Order,1.23,305.5,0.84
6,FFT,In-Order,1.03,313.7,0.75
6,LU,In-Order,1.2,573.9,0.75
6,FFT,In-Order,1.37,511.6,0.75
6,Matrix_Multiplication,In-Order,0.96,585.5,0.75
6,Radix,In-Order,1.5,446.5,0.74
6,Radix,In-Order,1.43,341.8,0.78
6,LU,Out-of-Order,1.66,351.2,0.87
6,LU,In-Order,0.87,432.5,0.78
6,LU,In-Order,0.96,519.6,0.74
6,LU,In-Order,1.46,434.4,0.74
6,LU,Out-of-Order,1.38,434.0,0.86
6,Matrix_Multiplication,Out-of-Order,1.72,576.1,0.84
6,Convolution,In-Order,1.25,304.3,0.77
6,LU,In-Order,0.91,466.4,0.77
6,Radix,Out-of-Order,1.39,321.9,0.87
6,Radix,In-Order,1.06,314.3,0.74
6,LU,Out-of-Order,1.19,519.3,0.86
6,LU,Out-of-Order,1.56,414.5,0.87
6,Convolution,In-Order,0.87,395.3,0.77
6,Convolution,Out-of-Order,1.53,497.1,0.88
6,FFT,Out-of-Order,1.02,455.8,0.85
6,Convolution,In-Order,1.42,522.1,0.76
6,LU,In-Order,1.5,305.4,0.77
6,Matrix_Multiplication,Out-of-Order,1.51,368.6,0.87
6,Matrix_Multiplication,Out-of-Order,1.78,327.4,0.84
6,Radix,Out-of-Order,1.75,363.6,0.86
6,LU,Out-of-Order,1.76,363.2,0.84
6,Radix,In-Order,1.12,430.7,0.77
6,Convolution,In-Order,0.87,592.0,0.74
6,Matrix_Multiplication,In-Order,1.17,340.6,0.74
6,Radix,In-Order,0.8,481.7,0.75
6,LU,In-Order,1.35,300.6,0.75
6,FFT,In-Order,1.41,448.9,0.77
6,FFT,In-Order,0.89,397.2,0.75
6,LU,Out-of-Order,1.63,437.7,0.86
6,Convolution,In-Order,1.07,531.0,0.74
6,LU,Out-of-Order,1.25,431.7,0.88
6,FFT,Out-of-Order,1.66,451.0,0.84
7,Convolution,Out-of-Order,1.59,514.6,0.85
7,Matrix_Multiplication,In-Order,1.49,503.7,0.78
7,Convolution,Out-of-Order,1.37,385.7,0.89
7,Convolution,In-Order,1.08,534.0,0.77
7,FFT,Out-of-Order,1.75,569.4,0.87
7,Matrix_Multiplication,In-Order,0.88,584.5,0.79
7,Radix,Out-of-Order,1.3,568.1,0.88
7,Radix,In-Order,1.48,328.9,0.79
7,FFT,Out-of-Order,1.51,342.3,0.87
7,Radix,Out-of-Order,1.2,532.8,0.87
7,Radix,In-Order,1.33,519.7,0.78
7,FFT,Out-of-Order,1.64,367.3,0.87
7,Convolution,In-Order,1.08,412.0,0.78
7,Radix,Out-of-Order,1.49,419.4,0.88
7,Matrix_Multiplication,In-Order,1.24,528.7,0.77
7,Convolution,Out-of-Order,1.7,377.2,0.88
7,Convolution,Out-of-Order,1.66,490.9,0.85
7,LU,Out-of-Order,1.14,500.5,0.87
7,LU,In-Order,1.13,341.5,0.79
7,FFT,In-Order,1.0,593.3,0.77
7,Convolution,In-Order,1.27,534.8,0.75
7,LU,In-Order,1.06,419.6,0.77
7,Convolution,In-Order,1.0,468.4,0.77
7,Matrix_Multiplication,In-Order,0.99,332.5,0.79
7,FFT,Out-of-Order,1.56,491.5,0.87
7,LU,In-Order,1.0,390.8,0.78
7,FFT,Out-of-Order,1.45,597.5,0.86
7,Radix,Out-of-Order,1.31,500.2,0.89
7,Convolution,Out-of-Order,1.33,330.9,0.88
7,FFT,Out-of-Order,1.36,481.1,0.88
7,Convolution,In-Order,1.13,497.4,0.79
7,Convolution,In-Order,0.99,535.4,0.77
7,Matrix_Multiplication,In-Order,1.17,311.1,0.78
7,Radix,In-Order,1.37,330.9,0.76
7,Radix,Out-of-Order,1.52,569.5,0.89
7,Matrix_Multiplication,Out-of-Order,1.08,530.7,0.89
7,Radix,In-Order,1.19,466.8,0.77
7,FFT,Out-of-Order,1.25,466.2,0.89
7,LU,Out-of-Order,1.09,423.3,0.87
7,Radix,In-Order,1.44,537.6,0.77
7,Convolution,In-Order,1.26,423.7,0.79
7,Convolution,Out-of-Order,1.62,375.1,0.88
7,Matrix_Multiplication,In-Order,1.44,518.1,0.77
7,Matrix_Multiplication,In-Order,1.14,592.4,0.75
7,Convolution,In-Order,1.25,409.9,0.75
7,Matrix_Multiplication,In-Order,0.93,550.6,0.77
7,Convolution,In-Order,1.24,429.4,0.78
7,LU,In-Order,1.2,499.3,0.77
7,FFT,Out-of-Order,1.28,325.6,0.86
7,Matrix_Multiplication,In-Order,1.29,504.7,0.79
7,Matrix_Multiplication,Out-of-Order,1.69,551.0,0.89
7,Convolution,In-Order,1.02,334.0,0.76
7,Convolution,Out-of-Order,1.35,369.5,0.89
7,Radix,Out-of-Order,1.2,516.5,0.85
7,FFT,Out-of-Order,1.28,534.9,0.89
7,Radix,In-Order,0.83,351.7,0.76
7,LU,In-Order,1.48,315.6,0.75
7,Convolution,In-Order,0.98,518.3,0.78
7,FFT,In-Order,0.89,507.5,0.76
7,LU,Out-of-Order,1.41,431.1,0.86
7,LU,In-Order,0.89,364.4,0.76
7,FFT,In-Order,1.21,321.4,0.78
7,FFT,In-Order,1.19,318.6,0.75
7,Radix,In-Order,0.98,461.3,0.75
7,LU,Out-of-Order,1.19,432.0,0.86
7,Convolution,Out-of-Order,1.7,446.0,0.87
7,FFT,Out-of-Order,1.2,358.7,0.88
7,Matrix_Multiplication,In-Order,1.36,304.8,0.75
7,Convolution,In-Order,1.29,349.8,0.78
7,LU,In-Order,1.27,387.2,0.78
7,Convolution,Out-of-Order,1.26,523.8,0.89
7,LU,In-Order,0.84,576.7,0.76
7,Matrix_Multiplication,In-Order,0.95,451.0,0.76
7,FFT,Out-of-Order,1.47,433.6,0.89
7,Convolution,Out-of-Order,1.71,427.7,0.86
7,Matrix_Multiplication,Out-of-Order,1.25,539.6,0.88
7,Matrix_Multiplication,Out-of-Order,1.31,409.4,0.85
7,Matrix_Multiplication,Out-of-Order,1.35,490.0,0.87
7,FFT,Out-of-Order,1.5,438.9,0.86
7,Convolution,In-Order,1.36,379.3,0.79
